,noun_phrase,postid,type_of_narr
969,our right,10,Becoming
970,arms,10,Becoming
971,the northeast,10,Becoming
972,people,10,Becoming
973,guns,10,Becoming
974,the hands,10,Becoming
975,the average person,10,Becoming
976,the need,10,Becoming
977,desire,10,Becoming
978,the southwest,10,Becoming
979,the conservatives,10,Becoming
980,it,10,Becoming
981,It,10,Becoming
982,me,10,Becoming
983,I,10,Becoming
984,I,10,Becoming
985,it,10,Becoming
986,my collection,10,Becoming
987,A dear friend,10,Becoming
988,I,10,Becoming
989,me,10,Becoming
990,I,10,Becoming
991,Obama,10,Becoming
992,I,10,Becoming
993,I,10,Becoming
994,I,10,Becoming
995,I,10,Becoming
996,the country,10,Becoming
997,work,10,Becoming
998,12-14 hour days,10,Becoming
999,the terminals,10,Becoming
1000,airports,10,Becoming
1001,CNN,10,Becoming
1002,MSNBC,10,Becoming
1003,I,10,Becoming
1004,I,10,Becoming
1005,Fox,10,Becoming
1006,my niece,10,Becoming
1007,an anchor,10,Becoming
1008,Fox,10,Becoming
1009,Philadelphia,10,Becoming
1010,This particular friend,10,Becoming
1011,me,10,Becoming
1012,Fox,10,Becoming
1013,a week,10,Becoming
1014,It,10,Becoming
1015,the time,10,Becoming
1016,the Ferguson riots,10,Becoming
1017,I,10,Becoming
1018,the difference,10,Becoming
1019,reporting,10,Becoming
1020,As well as the division,10,Becoming
1021,our country,10,Becoming
1022,our President,10,Becoming
1023,the time,10,Becoming
1024,Obama,10,Becoming
1025,his side kick Holder,10,Becoming
1026,the direct outright attacks,10,Becoming
1027,our policemen,10,Becoming
1028,women,10,Becoming
1029,I,10,Becoming
1030,I,10,Becoming
1031,who,10,Becoming
1032,the force,10,Becoming
1033,what,10,Becoming
1034,the safety,10,Becoming
1035,law,10,Becoming
1036,order,10,Becoming
1037,this country,10,Becoming
1038,It,10,Becoming
1039,I,10,Becoming
1040,everyone,10,Becoming
1041,my Facebook page,10,Becoming
1042,person,10,Becoming
1043,that guy,10,Becoming
1044,I,10,Becoming
1045,I,10,Becoming
1046,an active part,10,Becoming
1047,my country,10,Becoming
1048,our politics,10,Becoming
1049,the time,10,Becoming
1050,my husband,10,Becoming
1051,I,10,Becoming
1052,I,10,Becoming
1053,'s,10,Becoming
1054,this Affordable Care Act,10,Becoming
1055,My first quote,10,Becoming
1056,two adults,10,Becoming
1057,the hospital,10,Becoming
1058,the plan,10,Becoming
1059,My second quote,10,Becoming
1060,two adults,10,Becoming
1061,No children,10,Becoming
1062,No surgeries,10,Becoming
1063,anesthesia,10,Becoming
1064,we,10,Becoming
1065,decent salaries,10,Becoming
1066,I,10,Becoming
1067,we,10,Becoming
1068,the people,10,Becoming
1069,the county,10,Becoming
1070,houses,10,Becoming
1071,the mountain,10,Becoming
1072,bar,10,Becoming
1073,no powder days,10,Becoming
1074,the tune,10,Becoming
1075,someone,10,Becoming
1076,me,10,Becoming
1077,they,10,Becoming
1078,everything,10,Becoming
1079,Me,10,Becoming
1080,I,10,Becoming
1081,another mortgage payment,10,Becoming
1082,the form,10,Becoming
1083,the lowest coverage health insurance,10,Becoming
1084,you,10,Becoming
1085,it,10,Becoming
1086,you,10,Becoming
1087,top,10,Becoming
1088,I,10,Becoming
1089,physical therapy,10,Becoming
1090,a dogsledding accident,10,Becoming
1091,I,10,Becoming
1092,the girl,10,Becoming
1093,Obamacare,10,Becoming
1094,Her therapy,10,Becoming
1095,I,10,Becoming
1096,I,10,Becoming
1097,my business,10,Becoming
1098,a company,10,Becoming
1099,the team interaction,10,Becoming
1100,it,10,Becoming
1101,me,10,Becoming
1102,my husband healthcare,10,Becoming
1103,the nightmare,10,Becoming
1104,the ACA,10,Becoming
1105,What a shame,10,Becoming
1106,the Affordable Care Act,10,Becoming
1107,a result,10,Becoming
1108,I,10,Becoming
1109,everything,10,Becoming
1110,anything,10,Becoming
1111,I,10,Becoming
1112,politics,10,Becoming
1113,I,10,Becoming
1114,the complete breakdown,10,Becoming
1115,the left,10,Becoming
1116,Trump,10,Becoming
1117,office,10,Becoming
1118,I,10,Becoming
1119,the hate,10,Becoming
1120,the lunatic fringe mentality,10,Becoming
1121,I,10,Becoming
1122,even more division,10,Becoming
1123,I,10,Becoming
1124,my life,10,Becoming
1125,I,10,Becoming
1126,attention,10,Becoming
1127,the corruption,10,Becoming
1128,the Clintons,10,Becoming
1129,the Obamas,10,Becoming
1130,the FBI,10,Becoming
1131,I,10,Becoming
1132,friends,10,Becoming
1133,Facebook,10,Becoming
1134,real life,10,Becoming
1135,I,10,Becoming
1136,my political views,10,Becoming
1137,my right,10,Becoming
1138,arms,10,Becoming
1139,an AR15,10,Becoming
1140,a right,10,Becoming
1141,arms dog tag,10,Becoming
1142,a .22 bullet,10,Becoming
1143,my neck,10,Becoming
1144,I,10,Becoming
1145,the American flag,10,Becoming
1146,Me Gadsden flag,10,Becoming
1147,I,10,Becoming
1148,this country,10,Becoming
1149,my family,10,Becoming
1150,our wars,10,Becoming
1151,I,10,Becoming
1152,every state,10,Becoming
1153,this country,10,Becoming
1154,good decent people,10,Becoming
1155,We,10,Becoming
1156,this hate,10,Becoming
1157,people,10,Becoming
1158,one,10,Becoming
1159,their backgrounds,10,Becoming
1160,political stances,10,Becoming
1161,This movement,10,Becoming
1162,I,10,Becoming
1163,a part,10,Becoming
1164,it,10,Becoming
1165,I,10,Becoming
1166,this country,10,Becoming
1167,itself,10,Becoming
1168,My hometown,10,Becoming
1169,Massachusetts,10,Becoming
1170,men,10,Becoming
1171,our center town commons,10,Becoming
1172,the North Bridge,10,Becoming
1173,Concord,10,Becoming
1174,the Revolutionary War,10,Becoming
1175,Gage,10,Becoming
1176,his men,10,Becoming
1177,our munitions,10,Becoming
1178,that barn,10,Becoming
1179,kids,10,Becoming
1180,those town center lawns,10,Becoming
1181,guns,10,Becoming
1182,their parents,10,Becoming
1183,them,10,Becoming
1184,Old Ironsides,10,Becoming
1185,The Old North Bridge,10,Becoming
1186,our field trips,10,Becoming
1187,kids,10,Becoming
1188,We,10,Becoming
1189,the flag,10,Becoming
1190,school,10,Becoming
1191,the mornings,10,Becoming
1192,Today,10,Becoming
1193,the NRA signs,10,Becoming
1194,8 year olds,10,Becoming
1195,worse signs,10,Becoming
1196,young women,10,Becoming
1197,their moms,10,Becoming
1198,protests,10,Becoming
1199,our country,10,Becoming
1200,this day,10,Becoming
1201,I,10,Becoming
1202,the NRA post,10,Becoming
1203,someone,10,Becoming
1204,I,10,Becoming
1205,another friends membership,10,Becoming
1206,one year,10,Becoming
1207,I,10,Becoming
1208,people,10,Becoming
1209,they,10,Becoming
1210,I,10,Becoming
1211,I,10,Becoming
1212,people,10,Becoming
1213,the hate,10,Becoming
1214,love,10,Becoming
1215,unity,10,Becoming
1216,common sense,10,Becoming
1217,'s,10,Becoming
1218,our forefathers,10,Becoming
1219,their collective graves,10,Becoming
1220,We,10,Becoming
1221,Americans,10,Becoming
1222,everyone,10,Becoming
1223,it,10,Becoming
1224,you,10,Becoming
1225,this page,10,Becoming
1226,Peace,10,Becoming
1227,I,11,Being
1228,a registered conservative,11,Being
1229,I,11,Being
1230,I,11,Being
1231,radical ideologues,11,Being
1232,any variety,11,Being
1233,The scales,11,Being
1234,The hatred,11,Being
1235,hypocrisy,11,Being
1236,who,11,Being
1237,diversity,11,Being
1238,thought,11,Being
1239,all a bullying tactic,11,Being
1240,people,11,Being
1241,I,11,Being
1242,regressive leftists,11,Being
1243,entrenched republicans,11,Being
1244,What,11,Being
1245,That half the population's citizens,11,Being
1246,Nazis,11,Being
1247,racists,11,Being
1248,Nazis,11,Being
1249,racists,11,Being
1250,Trump,11,Being
1251,a deep game,11,Being
1252,Russians,11,Being
1253,the presidency,11,Being
1254,establishment politicians,11,Being
1255,power,11,Being
1256,the mainstream media,11,Being
1257,Donald Trump,11,Being
1258,anyone,11,Being
1259,them,11,Being
1260,the first place,11,Being
1261,villains,11,Being
1262,We,11,Being
1263,the Tea Party,11,Being
1264,opposition,11,Being
1265,republicans,11,Being
1266,democrats,11,Being
1267,they,11,Being
1268,The establishment,11,Being
1269,Trump,11,Being
1270,they,11,Being
1271,us,11,Being
1272,who,11,Being
1273,him,11,Being
1274,America,11,Being
1275,its exceptionalism-,11,Being
1276,the likes,11,Being
1277,the world,11,Being
1278,they,11,Being
1279,anyone,11,Being
1280,they,11,Being
1281,This movement,11,Being
1282,me,11,Being
1283,hope,11,Being
1284,#WalkAway,11,Being
1285,I,11,Being
1286,a Russian bot,11,Being
1287,I,11,Being
1288,a citizen,11,Being
1289,the greatest nation,11,Being
1290,God's earth,11,Being
1291,* A little edit/addition,11,Being
1292,conservatives,11,Being
1293,the stereotype,11,Being
1294,the media,11,Being
1295,us,11,Being
1296,I,11,Being
1297,home,11,Being
1298,diapers,11,Being
1299,shopping,11,Being
1300,housecleaning,11,Being
1301,laundry,11,Being
1302,dishes,11,Being
1303,my first son's birth,11,Being
1304,addition,11,Being
1305,part-time jobs,11,Being
1306,a waiter,11,Being
1307,graphic designer,11,Being
1308,filmmaker,11,Being
1309,online fitness coach,11,Being
1310,my wife,11,Being
1311,the breadwinner,11,Being
1312,an amazing career,11,Being
1313,her gender,11,Being
1314,the last 20+ years,11,Being
1315,We,11,Being
1316,very poor households,11,Being
1317,I,11,Being
1318,my father- a disabled vet-,11,Being
1319,who,11,Being
1320,disability,11,Being
1321,my wife,11,Being
1322,her disabled mother,11,Being
1323,who,11,Being
1324,our parents,11,Being
1325,democrats,11,Being
1326,Neither me,11,Being
1327,my wife,11,Being
1328,anything,11,Being
1329,anyone,11,Being
1330,We,11,Being
1331,you,11,Being
1332,what,11,Being
1333,you,11,Being
1334,what,11,Being
1335,you,11,Being
1336,We,11,Being
1337,our way,11,Being
1338,school,11,Being
1339,the life,11,Being
1340,we,11,Being
1341,We,11,Being
1342,the opportunities,11,Being
1343,we,11,Being
1344,opportunities,11,Being
1345,us,11,Being
1346,the greatest nation,11,Being
1347,I,12,Being
1348,this movement,12,Being
1349,I,12,Being
1350,every story,12,Being
1351,I,12,Being
1352,me,12,Being
1353,such hope,12,Being
1354,inspiration,12,Being
1355,joy,12,Being
1356,just pure thankfulness,12,Being
1357,an American,12,Being
1358,I,12,Being
1359,this last election,12,Being
1360,I,12,Being
1361,I,12,Being
1362,Brandon’s video,12,Being
1363,it,12,Being
1364,everything,12,Being
1365,I,12,Being
1366,the Democratic party,12,Being
1367,I,12,Being
1368,friends,12,Being
1369,who,12,Being
1370,Democrats,12,Being
1371,Libertarians,12,Being
1372,Socialists,12,Being
1373,Republicans,12,Being
1374,atheists,12,Being
1375,Christian,12,Being
1376,I,12,Being
1377,a Christian,12,Being
1378,a Republican,12,Being
1379,I,12,Being
1380,I,12,Being
1381,an independent,12,Being
1382,a few keys issues,12,Being
1383,me,12,Being
1384,Republican,12,Being
1385,I,12,Being
1386,Trump,12,Being
1387,I,12,Being
1388,It,12,Being
1389,my vote,12,Being
1390,people,12,Being
1391,me,12,Being
1392,my support,12,Being
1393,President Trump,12,Being
1394,I,12,Being
1395,the ability,12,Being
1396,an open exchange,12,Being
1397,ideas,12,Being
1398,opinions,12,Being
1399,I,12,Being
1400,everyone’s voice,12,Being
1401,we,12,Being
1402,we,12,Being
1403,our differences,12,Being
1404,each other’s view points,12,Being
1405,Everyone’s voice,12,Being
1406,it,12,Being
1407,US,12,Being
1408,who,12,Being
1409,this country,12,Being
1410,we,12,Being
1411,fact,12,Being
1412,the U.S.,12,Being
1413,I,12,Being
1414,We,12,Being
1415,our opinions,12,Being
1416,we,12,Being
1417,a people,12,Being
1418,the common goal,12,Being
1419,peace,12,Being
1420,prosperity,12,Being
1421,all the stories,12,Being
1422,people,12,Being
1423,all walks,12,Being
1424,life,12,Being
1425,It,12,Being
1426,our humanity,12,Being
1427,us,12,Being
1428,It,12,Being
1429,what,12,Being
1430,our political affiliation,12,Being
1431,what,12,Being
1432,our religious beliefs,12,Being
1433,we,12,Being
1434,a voice,12,Being
1435,we,12,Being
1436,the respect,12,Being
1437,the common good,12,Being
1438,We,12,Being
1439,#walkaway,12,Being
1440,hand,12,Being
1441,hand,12,Being
1442,I,13,Being
1443,a conservative family,13,Being
1444,I,13,Being
1445,eight years,13,Being
1446,I,13,Being
1447,three beautiful daughters,13,Being
1448,friends,13,Being
1449,family,13,Being
1450,I,13,Being
1451,my political beliefs,13,Being
1452,opinions,13,Being
1453,social media,13,Being
1454,The gay community,13,Being
1455,an accepting community,13,Being
1456,It,13,Being
1457,their way,13,Being
1458,no way,13,Being
1459,You,13,Being
1460,this gay agenda,13,Being
1461,I,13,Being
1462,Trump,13,Being
1463,I,13,Being
1464,over 100 friends,13,Being
1465,facebook,13,Being
1466,some even close friends,13,Being
1467,I,13,Being
1468,me,13,Being
1469,I,13,Being
1470,Trump,13,Being
1471,I,13,Being
1472,I,13,Being
1473,an extreme liberal,13,Being
1474,I,13,Being
1475,church,13,Being
1476,I,13,Being
1477,faith,13,Being
1478,God,13,Being
1479,I,13,Being
1480,conservative values,13,Being
1481,This new #WalkAway campaign,13,Being
1482,such a great thing,13,Being
1483,so many people,13,Being
1484,who,13,Being
1485,I,13,Being
1486,a Trump supporter,13,Being
1487,I,13,Being
1488,#WalkAway,13,Being
1489,the gay community,13,Being
1490,the proud conservative,13,Being
1491,I,13,Being
1492,men,14,Becoming
1493,women,14,Becoming
1494,martyrs,14,Becoming
1495,the cause,14,Becoming
1496,Sinister sentiments,14,Becoming
1497,their mouths,14,Becoming
1498,a crack addict,14,Becoming
1499,withdrawal,14,Becoming
1500,the conclusions,14,Becoming
1501,they,14,Becoming
1502,illusions,14,Becoming
1503,reason,14,Becoming
1504,Flip-flopping facts,14,Becoming
1505,fiction,14,Becoming
1506,their moral beliefs,14,Becoming
1507,the seasons,14,Becoming
1508,one,14,Becoming
1509,balance,14,Becoming
1510,the world,14,Becoming
1511,the path,14,Becoming
1512,they,14,Becoming
1513,we,14,Becoming
1514,we,14,Becoming
1515,what,14,Becoming
1516,we,14,Becoming
1517,not every belief,14,Becoming
1518,the finger,14,Becoming
1519,others,14,Becoming
1520,you,14,Becoming
1521,I,14,Becoming
1522,I,14,Becoming
1523,a life,14,Becoming
1524,self-inflicted strife,14,Becoming
1525,myself,14,Becoming
1526,I,14,Becoming
1527,My downfall,14,Becoming
1528,I,14,Becoming
1529,acceptance,14,Becoming
1530,myself,14,Becoming
1531,it,14,Becoming
1532,it,14,Becoming
1533,me,14,Becoming
1534,truth,14,Becoming
1535,it,14,Becoming
1536,others,14,Becoming
1537,it,14,Becoming
1538,we,14,Becoming
1539,discernment,14,Becoming
1540,ourselves,14,Becoming
1541,we,14,Becoming
1542,it,14,Becoming
1543,the Son,14,Becoming
1544,the most High,14,Becoming
1545,every lie,14,Becoming
1546,all the answers,14,Becoming
1547,we,14,Becoming
1548,the walls,14,Becoming
1549,hate,14,Becoming
1550,the weight,14,Becoming
1551,arrogance,14,Becoming
1552,truth bombs,14,Becoming
1553,people,14,Becoming
1554,the shrapnel,14,Becoming
1555,their own hipocracy,14,Becoming
1556,the bullets,14,Becoming
1557,faith,14,Becoming
1558,the face,14,Becoming
1559,the enemy,14,Becoming
1560,He,14,Becoming
1561,us,14,Becoming
1562,our works,14,Becoming
1563,His purpose,14,Becoming
1564,grace,14,Becoming
1565,the devil,14,Becoming
1566,the face,14,Becoming
1567,him,14,Becoming
1568,he,14,Becoming
1569,no place,14,Becoming
1570,this arms race,14,Becoming
1571,we,14,Becoming
1572,ourselves,14,Becoming
1573,shells,14,Becoming
1574,the people,14,Becoming
1575,God,14,Becoming
1576,us,14,Becoming
1577,we,14,Becoming
1578,our minds,14,Becoming
1579,the lines,14,Becoming
1580,we,14,Becoming
1581,the TV screens,14,Becoming
1582,us,14,Becoming
1583,one,14,Becoming
1584,they,14,Becoming
1585,our foe,14,Becoming
1586,our brother,14,Becoming
1587,'s,14,Becoming
1588,the devil,14,Becoming
1589,your path,14,Becoming
1590,You,14,Becoming
1591,peace,14,Becoming
1592,the debris,14,Becoming
1593,the aftermath,14,Becoming
1594,his earthly reign,14,Becoming
1595,you,14,Becoming
1596,a name,14,Becoming
1597,Christ Jesus,14,Becoming
1598,The same man,14,Becoming
1599,who,14,Becoming
1600,His throne,14,Becoming
1601,us,14,Becoming
1602,He,14,Becoming
1603,I,14,Becoming
1604,who,14,Becoming
1605,us,14,Becoming
1606,the prison,14,Becoming
1607,our own minds,14,Becoming
1608,He,14,Becoming
1609,us,14,Becoming
1610,We,14,Becoming
1611,His image,14,Becoming
1612,no need,14,Becoming
1613,who,14,Becoming
1614,whom,14,Becoming
1615,the moment,14,Becoming
1616,you,14,Becoming
1617,foot,14,Becoming
1618,your mother's womb,14,Becoming
1619,He,14,Becoming
1620,you,14,Becoming
1621,a purpose,14,Becoming
1622,you,14,Becoming
1623,you,14,Becoming
1624,it,14,Becoming
1625,I,14,Becoming
1626,you,14,Becoming
1627,no condescension,14,Becoming
1628,My only intention,14,Becoming
1629,my story,14,Becoming
1630,others,14,Becoming
1631,a moment,14,Becoming
1632,self-reflection,14,Becoming
1633,God,14,Becoming
1634,the glory,14,Becoming
1635,the end,14,Becoming
1636,the day,14,Becoming
1637,I,14,Becoming
1638,I,14,Becoming
1639,who,14,Becoming
1640,#WalkAway,14,Becoming
1641,(Original work,14,Becoming
1642,All rights,14,Becoming
1643,copyright,14,Becoming
1644,commercial use,14,Becoming
1645,Photo credit,14,Becoming
1646,my wonderful husband,14,Becoming
1647,I,15,NA
1648,a Russian Bot,15,NA
1649,I,15,NA
1650,a box,15,NA
1651,politics,15,NA
1652,the changes,15,NA
1653,tribal messaging,15,NA
1654,the DNC,15,NA
1655,MSM,15,NA
1656,extreme factions,15,NA
1657,some politicians,15,NA
1658,I,15,NA
1659,this part,15,NA
1660,the political spectrum,15,NA
1661,I,15,NA
1662,I,15,NA
1663,the discourse and street tactics,15,NA
1664,the Democratic Party,15,NA
1665,it,15,NA
1666,course,15,NA
1667,I,15,NA
1668,a CNN article,15,NA
1669,the WalkAway Campaign,15,NA
1670,Russian Bots,15,NA
1671,fake news,15,NA
1672,I,15,NA
1673,a picture,15,NA
1674,a sign,15,NA
1675,I,15,NA
1676,a Bot,15,NA
1677,the times,15,NA
1678,we,15,NA
1679,It,15,NA
1680,a mix,15,NA
1681,Fahrenheit,15,NA
1682,I,16,Becoming
1683,a lifelong liberal,16,Becoming
1684,who,16,Becoming
1685,Obama,16,Becoming
1686,I,16,Becoming
1687,him,16,Becoming
1688,money,16,Becoming
1689,his first inauguration,16,Becoming
1690,My#WalkAway moment,16,Becoming
1691,Bibi Netanyahu,16,Becoming
1692,Congress,16,Becoming
1693,the grave threat,16,Becoming
1694,Iran,16,Becoming
1695,Israel,16,Becoming
1696,Nancy Pelosi,16,Becoming
1697,an observant Jew,16,Becoming
1698,whose mother-in-law,16,Becoming
1699,a Holocaust survivor,16,Becoming
1700,I,16,Becoming
1701,Iran’s continual threats,16,Becoming
1702,Israel,16,Becoming
1703,Bibi,16,Becoming
1704,the second genocide,16,Becoming
1705,our people,16,Becoming
1706,100 years,16,Becoming
1707,Nancy Pelosi,16,Becoming
1708,him,16,Becoming
1709,Jews,16,Becoming
1710,her own political agenda,16,Becoming
1711,The Iran deal,16,Becoming
1712,a line,16,Becoming
1713,the sand,16,Becoming
1714,me,16,Becoming
1715,What,16,Becoming
1716,80%,16,Becoming
1717,the Jewish community,16,Becoming
1718,knee-jerk leftists,16,Becoming
1719,whose religion,16,Becoming
1720,progressivism,16,Becoming
1721,Judaism,16,Becoming
1722,I,16,Becoming
1723,non-religious relatives,16,Becoming
1724,Jewish values,16,Becoming
1725,I,16,Becoming
1726,my life,16,Becoming
1727,authentic Jewish values,16,Becoming
1728,they,16,Becoming
1729,no idea,16,Becoming
1730,what,16,Becoming
1731,those values,16,Becoming
1732,I,16,Becoming
1733,front,16,Becoming
1734,friends,16,Becoming
1735,family,16,Becoming
1736,who,16,Becoming
1737,we,16,Becoming
1738,a group identity,16,Becoming
1739,we,16,Becoming
1740,an emotion-based progressivist ideology,16,Becoming
1741,I,17,Becoming
1742,these stories,17,Becoming
1743,mine,17,Becoming
1744,I,17,Becoming
1745,Virginia,17,Becoming
1746,North Carolina,17,Becoming
1747,college,17,Becoming
1748,I,17,Becoming
1749,the hood,17,Becoming
1750,the ghetto,17,Becoming
1751,I,17,Becoming
1752,a middle class family,17,Becoming
1753,My parents,17,Becoming
1754,Democrats,17,Becoming
1755,they,17,Becoming
1756,politics,17,Becoming
1757,they,17,Becoming
1758,it,17,Becoming
1759,race,17,Becoming
1760,We,17,Becoming
1761,Obama,17,Becoming
1762,a Brother,17,Becoming
1763,the WhiteHouse,17,Becoming
1764,It,17,Becoming
1765,a big deal,17,Becoming
1766,I,17,Becoming
1767,my life,17,Becoming
1768,I,17,Becoming
1769,I,17,Becoming
1770,Cops,17,Becoming
1771,me,17,Becoming
1772,I,17,Becoming
1773,we,17,Becoming
1774,the drill,17,Becoming
1775,I,17,Becoming
1776,I,17,Becoming
1777,racism,17,Becoming
1778,My friends,17,Becoming
1779,Race,17,Becoming
1780,an issue,17,Becoming
1781,election time,17,Becoming
1782,I,17,Becoming
1783,that White thing,17,Becoming
1784,they,17,Becoming
1785,me,17,Becoming
1786,slavery,17,Becoming
1787,Jim Crow,17,Becoming
1788,racism,17,Becoming
1789,What,17,Becoming
1790,they,17,Becoming
1791,we,17,Becoming
1792,the same neighborhood,17,Becoming
1793,the same nice school,17,Becoming
1794,my story,17,Becoming
1795,me,17,Becoming
1796,my friend,17,Becoming
1797,Rae,17,Becoming
1798,her,17,Becoming
1799,I,17,Becoming
1800,I,17,Becoming
1801,I,17,Becoming
1802,my boyfriend,17,Becoming
1803,who,17,Becoming
1804,people,17,Becoming
1805,me,17,Becoming
1806,I,17,Becoming
1807,something,17,Becoming
1808,a store,17,Becoming
1809,She,17,Becoming
1810,Girl,17,Becoming
1811,they,17,Becoming
1812,you,17,Becoming
1813,you,17,Becoming
1814,She,17,Becoming
1815,me,17,Becoming
1816,I,17,Becoming
1817,every other race,17,Becoming
1818,everybody,17,Becoming
1819,me,17,Becoming
1820,my race,17,Becoming
1821,She,17,Becoming
1822,she,17,Becoming
1823,Cherokee,17,Becoming
1824,White,17,Becoming
1825,I,17,Becoming
1826,the whole identity,17,Becoming
1827,politics B-line,17,Becoming
1828,I,17,Becoming
1829,my attitude,17,Becoming
1830,an amazing thing,17,Becoming
1831,I,17,Becoming
